"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 16, 2018","1,231.00","1,230.50","1,235.90","1,226.30","242.42K","0.06%"
"Oct 15, 2018","1,230.30","1,221.20","1,236.90","1,220.40","291.57K","0.68%"
"Oct 12, 2018","1,222.00","1,227.70","1,228.10","1,219.30","318.23K","-0.46%"
"Oct 11, 2018","1,227.60","1,197.90","1,230.00","1,194.70","531.78K","2.87%"
"Oct 10, 2018","1,193.40","1,192.70","1,198.60","1,188.50","248.56K","0.16%"
"Oct 09, 2018","1,191.50","1,192.20","1,195.80","1,186.60","243.86K","0.24%"
"Oct 08, 2018","1,188.60","1,206.70","1,208.00","1,186.00","320.10K","-1.41%"
"Oct 05, 2018","1,205.60","1,203.70","1,209.80","1,200.90","255.48K","0.33%"
"Oct 04, 2018","1,201.60","1,201.40","1,210.70","1,199.60","290.84K","-0.11%"
"Oct 03, 2018","1,202.90","1,207.00","1,212.30","1,200.40","255.07K","-0.34%"
"Oct 02, 2018","1,207.00","1,192.70","1,212.30","1,192.20","365.32K","1.28%"
"Oct 01, 2018","1,191.70","1,196.10","1,196.50","1,188.10","220.51K","0.02%"
"Sep 28, 2018","1,191.50","1,181.70","1,191.90","1,180.00","307.82K","0.78%"
"Sep 27, 2018","1,182.30","1,194.60","1,197.30","1,180.50","351.05K","-1.35%"
"Sep 26, 2018","1,198.50","1,205.50","1,206.90","1,194.60","343.48K","-0.60%"
"Sep 25, 2018","1,205.70","1,203.10","1,207.90","1,201.30","197.64K","0.19%"
"Sep 24, 2018","1,203.40","1,204.00","1,208.80","1,198.60","214.29K","0.01%"
"Sep 21, 2018","1,203.30","1,212.10","1,215.80","1,196.00","344.75K","-0.71%"
"Sep 20, 2018","1,211.90","1,208.80","1,213.20","1,205.10","241.61K","0.26%"
"Sep 19, 2018","1,208.70","1,202.80","1,211.00","1,202.20","233.87K","0.48%"
"Sep 18, 2018","1,202.90","1,206.40","1,208.20","1,200.30","229.11K","-0.27%"
"Sep 17, 2018","1,206.10","1,199.80","1,209.70","1,197.50","209.94K","0.65%"
"Sep 14, 2018","1,198.30","1,206.60","1,213.80","1,197.70","282.26K","-0.67%"
"Sep 13, 2018","1,206.40","1,212.40","1,218.00","1,205.00","304.35K","-0.43%"
"Sep 12, 2018","1,211.60","1,203.50","1,213.90","1,197.60","304.32K","0.66%"
"Sep 11, 2018","1,203.60","1,200.40","1,204.80","1,192.70","263.07K","0.22%"
"Sep 10, 2018","1,201.00","1,200.70","1,203.80","1,196.20","213.40K","-0.07%"
"Sep 07, 2018","1,201.80","1,205.60","1,209.00","1,198.70","287.65K","-0.29%"
"Sep 06, 2018","1,205.30","1,202.50","1,212.70","1,200.50","284.20K","0.87%"
"Sep 05, 2018","1,194.90","1,192.50","1,196.00","1,192.50","209.56K","0.18%"
"Sep 04, 2018","1,192.70","1,199.30","1,200.50","1,189.90","421.47K","-1.13%"
"Sep 03, 2018","1,206.30","1,204.90","1,209.60","1,201.30","-","0.12%"
"Sep 02, 2018","1,204.90","1,206.20","1,206.60","1,204.50","-","0.38%"
"Aug 31, 2018","1,200.30","1,207.10","1,208.20","1,199.10","265.11K","-0.46%"
"Aug 30, 2018","1,205.80","1,212.60","1,214.00","1,202.10","288.07K","-0.58%"
"Aug 29, 2018","1,212.80","1,206.60","1,213.70","1,206.60","241.90K","0.45%"
"Aug 28, 2018","1,207.40","1,209.70","1,217.00","1,202.30","273.18K","-0.13%"
"Aug 27, 2018","1,209.00","1,210.30","1,211.40","1,205.20","209.19K","-0.27%"
"Aug 24, 2018","1,212.30","1,191.60","1,215.40","1,189.50","293.98K","1.72%"
"Aug 23, 2018","1,191.80","1,202.80","1,203.40","1,190.20","232.88K","-1.14%"
"Aug 22, 2018","1,205.50","1,203.00","1,208.40","1,199.20","234.15K","0.23%"
"Aug 21, 2018","1,202.70","1,197.30","1,204.30","1,194.30","218.29K","0.45%"
"Aug 20, 2018","1,197.30","1,190.40","1,197.70","1,189.60","205.77K","0.46%"
"Aug 17, 2018","1,191.80","1,180.70","1,192.00","1,178.50","255.79K","0.91%"
"Aug 16, 2018","1,181.00","1,183.00","1,189.00","1,167.10","362.11K","-0.07%"
"Aug 15, 2018","1,181.80","1,201.50","1,202.00","1,180.00","377.68K","-1.61%"
"Aug 14, 2018","1,201.10","1,201.10","1,205.80","1,198.90","242.55K","0.05%"
"Aug 13, 2018","1,200.50","1,218.40","1,221.40","1,198.60","374.12K","-1.53%"
"Aug 10, 2018","1,219.20","1,220.00","1,224.90","1,213.10","328.24K","-0.07%"
"Aug 09, 2018","1,220.00","1,222.00","1,225.60","1,218.40","232.04K","-0.15%"
"Aug 08, 2018","1,221.80","1,218.70","1,223.80","1,213.60","263.24K","0.25%"
"Aug 07, 2018","1,218.80","1,215.80","1,224.30","1,215.60","205.38K","0.26%"
"Aug 06, 2018","1,215.60","1,222.00","1,226.00","1,214.40","199.54K","0.12%"
"Aug 03, 2018","1,214.20","1,206.50","1,218.60","1,205.10","280.21K","0.30%"
"Aug 02, 2018","1,210.60","1,214.70","1,219.30","1,205.80","234.63K","-0.60%"
"Aug 01, 2018","1,217.90","1,222.90","1,223.70","1,214.40","218.46K","-0.47%"
"Jul 31, 2018","1,223.70","1,220.40","1,228.10","1,213.00","2.72K","0.20%"
"Jul 30, 2018","1,221.30","1,222.50","1,223.90","1,218.10","62.24K","-0.07%"
"Jul 27, 2018","1,222.20","1,222.40","1,226.90","1,216.70","-","0.01%"
"Jul 26, 2018","1,222.10","1,231.70","1,235.30","1,221.70","0.00K","-0.79%"
"Jul 25, 2018","1,231.80","1,224.20","1,234.30","1,223.20","-","0.60%"
"Jul 24, 2018","1,224.50","1,224.40","1,229.70","1,218.10","-","0.00%"
"Jul 23, 2018","1,224.50","1,231.70","1,235.20","1,222.20","0.00K","-0.60%"
"Jul 20, 2018","1,231.90","1,222.90","1,232.40","1,215.30","-","0.78%"
"Jul 19, 2018","1,222.40","1,227.20","1,228.00","1,211.70","0.03K","-0.40%"
"Jul 18, 2018","1,227.30","1,227.00","1,229.10","1,220.90","0.07K","-0.01%"
"Jul 17, 2018","1,227.40","1,240.80","1,245.10","1,225.90","-","-0.86%"
"Jul 16, 2018","1,238.10","1,242.70","1,243.80","1,242.70","0.00K","-0.12%"
"Jul 13, 2018","1,239.60","1,244.70","1,247.00","1,244.70","0.00K","-0.43%"
"Jul 12, 2018","1,245.00","1,240.90","1,246.70","1,240.90","0.01K","0.26%"
"Jul 11, 2018","1,241.80","1,256.70","1,257.30","1,241.70","0.03K","-0.96%"
"Jul 10, 2018","1,253.80","1,256.20","1,256.90","1,249.30","0.07K","-0.34%"
"Jul 09, 2018","1,258.10","1,258.20","1,262.30","1,257.70","0.04K","0.18%"
"Jul 06, 2018","1,255.90","1,258.40","1,260.20","1,253.70","0.01K","-0.11%"
"Jul 05, 2018","1,257.30","1,253.70","1,259.90","1,253.60","0.01K","-0.06%"
"Jul 04, 2018","1,258.10","1,256.20","1,262.40","1,255.30","-","0.52%"
"Jul 03, 2018","1,251.60","1,238.10","1,254.10","1,237.00","0.04K","0.71%"
"Jul 02, 2018","1,242.80","1,253.40","1,255.60","1,240.60","0.03K","-0.68%"
"Jun 29, 2018","1,251.30","1,250.30","1,253.30","1,249.10","0.05K","0.14%"
"Jun 28, 2018","1,249.50","1,253.60","1,255.80","1,247.20","0.38K","-0.34%"
"Jun 27, 2018","1,253.80","1,260.50","1,261.90","1,252.20","0.01K","-0.56%"
"Jun 26, 2018","1,260.80","1,267.30","1,269.40","1,256.40","0.09K","-0.38%"
"Jun 25, 2018","1,265.60","1,270.60","1,271.20","1,265.90","0.04K","-0.14%"
"Jun 22, 2018","1,267.40","1,268.10","1,270.20","1,267.00","0.07K","-0.13%"
"Jun 21, 2018","1,269.00","1,269.70","1,272.30","1,262.40","0.05K","-0.08%"
"Jun 20, 2018","1,270.00","1,277.30","1,278.60","1,269.60","0.01K","-0.55%"
"Jun 19, 2018","1,277.00","1,280.70","1,286.80","1,272.60","0.03K","-0.28%"
"Jun 18, 2018","1,280.60","1,281.10","1,284.90","1,279.50","0.04K","-0.11%"
"Jun 15, 2018","1,282.00","1,305.90","1,306.70","1,277.90","0.59K","-1.69%"
"Jun 14, 2018","1,304.00","1,297.20","1,307.70","1,297.20","0.04K","0.55%"
"Jun 13, 2018","1,296.90","1,294.00","1,299.40","1,290.90","0.14K","0.14%"
"Jun 12, 2018","1,295.10","1,297.80","1,298.10","1,292.70","0.15K","-0.29%"
"Jun 11, 2018","1,298.90","1,299.30","1,302.00","1,295.20","0.07K","0.06%"
"Jun 08, 2018","1,298.10","1,295.30","1,299.40","1,294.80","0.65K","-0.05%"
"Jun 07, 2018","1,298.70","1,298.40","1,302.80","1,296.20","0.08K","0.12%"
"Jun 06, 2018","1,297.10","1,296.10","1,300.40","1,294.10","0.37K","-0.03%"
"Jun 05, 2018","1,297.50","1,292.10","1,299.80","1,289.90","0.36K","0.34%"
"Jun 04, 2018","1,293.10","1,293.90","1,297.10","1,290.00","0.14K","-0.13%"
"Jun 01, 2018","1,294.80","1,298.60","1,299.50","1,288.90","0.66K","-0.41%"
"May 31, 2018","1,300.10","1,301.00","1,306.80","1,296.60","4.08K","-0.11%"
"May 30, 2018","1,301.50","1,298.00","1,303.70","1,295.20","50.85K","0.25%"
"May 29, 2018","1,298.30","1,299.00","1,306.10","1,291.40","0.00K","0.05%"
"May 28, 2018","1,297.60","1,298.40","1,299.70","1,294.70","-","-0.05%"
"May 27, 2018","1,298.30","1,299.80","1,299.90","1,296.10","-","-0.22%"
"May 25, 2018","1,301.20","1,304.00","1,307.20","1,299.40","0.00K","-0.21%"
"May 24, 2018","1,304.00","1,293.30","1,306.40","1,292.20","-","0.85%"
"May 23, 2018","1,293.00","1,290.60","1,298.40","1,286.70","0.01K","0.19%"
"May 22, 2018","1,290.50","1,292.30","1,296.00","1,287.20","0.05K","-0.12%"
"May 21, 2018","1,292.00","1,290.30","1,292.70","1,281.20","0.05K","0.02%"
"May 18, 2018","1,291.70","1,290.00","1,293.70","1,285.10","0.00K","0.13%"
"May 17, 2018","1,290.00","1,290.20","1,294.00","1,284.00","0.00K","-0.02%"
"May 16, 2018","1,290.20","1,290.90","1,294.00","1,285.40","0.03K","0.01%"
"May 15, 2018","1,290.10","1,313.20","1,314.70","1,288.20","0.01K","-1.76%"
"May 14, 2018","1,313.20","1,318.30","1,322.40","1,312.80","0.00K","-0.39%"
"May 11, 2018","1,318.40","1,321.80","1,326.30","1,317.00","0.00K","-0.18%"
"May 10, 2018","1,320.80","1,312.20","1,318.00","1,312.20","0.01K","0.61%"
"May 09, 2018","1,312.80","1,315.30","1,317.80","1,304.20","0.07K","-0.17%"
"May 08, 2018","1,315.00","1,314.10","1,318.50","1,306.20","0.34K","0.03%"
"May 07, 2018","1,314.60","1,316.30","1,320.10","1,310.60","0.00K","-0.11%"
"May 04, 2018","1,316.00","1,312.80","1,316.90","1,308.50","-","0.24%"
"May 03, 2018","1,312.80","1,305.50","1,319.00","1,305.20","0.00K","0.78%"
"May 02, 2018","1,302.60","1,309.00","1,309.30","1,303.70","0.02K","-0.09%"
"May 01, 2018","1,303.80","1,313.20","1,313.80","1,303.40","0.03K","-0.94%"
"Apr 30, 2018","1,316.20","1,309.60","1,313.30","1,309.60","0.05K","-0.31%"
"Apr 27, 2018","1,320.30","1,315.30","1,321.70","1,312.80","0.62K","0.30%"
"Apr 26, 2018","1,316.30","1,315.70","1,315.80","1,315.70","0.01K","-0.37%"
"Apr 25, 2018","1,321.20","1,324.00","1,325.00","1,320.00","0.28K","-0.77%"
"Apr 24, 2018","1,331.40","1,326.40","1,331.70","1,326.20","0.03K","0.67%"
"Apr 23, 2018","1,322.50","1,334.00","1,334.40","1,323.50","0.07K","-1.06%"
"Apr 20, 2018","1,336.70","1,342.50","1,343.40","1,335.30","0.31K","-0.75%"
"Apr 19, 2018","1,346.80","1,348.60","1,355.20","1,341.60","0.39K","-0.33%"
"Apr 18, 2018","1,351.20","1,343.50","1,354.20","1,343.50","0.05K","0.30%"
"Apr 17, 2018","1,347.20","1,348.00","1,348.10","1,339.00","0.41K","-0.02%"
"Apr 16, 2018","1,347.50","1,341.00","1,348.80","1,341.00","0.06K","0.20%"
"Apr 13, 2018","1,344.80","1,335.90","1,346.00","1,335.90","0.07K","0.48%"
"Apr 12, 2018","1,338.40","1,351.20","1,351.50","1,334.60","0.03K","-1.33%"
"Apr 11, 2018","1,356.50","1,340.10","1,365.40","1,340.10","0.12K","1.08%"
"Apr 10, 2018","1,342.00","1,335.20","1,341.00","1,333.00","0.11K","0.43%"
"Apr 09, 2018","1,336.30","1,333.00","1,337.50","1,327.00","0.29K","0.33%"
"Apr 06, 2018","1,331.90","1,326.50","1,333.00","1,319.00","0.35K","0.57%"
"Apr 05, 2018","1,324.30","1,333.50","1,333.70","1,322.60","0.26K","-0.86%"
"Apr 04, 2018","1,335.80","1,331.80","1,347.30","1,331.60","0.72K","0.23%"
"Apr 03, 2018","1,332.80","1,340.40","1,341.50","1,328.50","0.70K","-0.69%"
"Apr 02, 2018","1,342.10","1,327.00","1,344.20","1,324.70","0.65K","1.46%"
"Mar 29, 2018","1,322.80","1,324.00","1,327.10","1,321.70","5.59K","-0.11%"
"Mar 28, 2018","1,324.20","1,345.00","1,346.40","1,322.40","59.28K","-1.27%"
"Mar 27, 2018","1,341.30","1,341.00","1,341.00","1,341.00","0.01K","-0.97%"
"Mar 26, 2018","1,354.40","1,348.50","1,352.20","1,345.10","0.01K","0.38%"
"Mar 23, 2018","1,349.30","1,343.20","1,348.70","1,343.20","0.01K","1.71%"
"Mar 22, 2018","1,326.60","1,326.60","1,326.60","1,326.60","70.66K","0.45%"
"Mar 21, 2018","1,320.70","1,312.40","1,328.80","1,312.40","0.03K","0.73%"
"Mar 20, 2018","1,311.10","1,311.10","1,311.10","1,311.10","0.00K","-0.43%"
"Mar 19, 2018","1,316.80","1,309.40","1,316.90","1,307.30","0.01K","0.42%"
"Mar 16, 2018","1,311.30","1,310.10","1,310.10","1,310.10","0.03K","-0.42%"
"Mar 15, 2018","1,316.80","1,316.80","1,316.80","1,316.80","14.09K","-0.57%"
"Mar 14, 2018","1,324.40","1,322.20","1,324.10","1,322.20","0.02K","-0.11%"
"Mar 13, 2018","1,325.90","1,325.30","1,325.30","1,325.30","0.01K","0.49%"
"Mar 12, 2018","1,319.40","1,319.40","1,319.40","1,319.40","31.32K","-0.23%"
"Mar 09, 2018","1,322.40","1,316.80","1,322.20","1,313.00","0.09K","0.19%"
"Mar 08, 2018","1,319.90","1,324.80","1,326.80","1,319.30","0.06K","-0.46%"
"Mar 07, 2018","1,326.00","1,338.10","1,338.10","1,330.00","0.03K","-0.57%"
"Mar 06, 2018","1,333.60","1,321.60","1,333.40","1,321.40","0.02K","1.18%"
"Mar 05, 2018","1,318.10","1,323.50","1,325.90","1,318.10","0.02K","-0.23%"
"Mar 02, 2018","1,321.10","1,314.30","1,323.20","1,314.30","0.16K","1.40%"
"Mar 01, 2018","1,302.90","1,310.40","1,318.10","1,301.80","0.04K","-0.96%"
"Feb 28, 2018","1,315.50","1,315.40","1,321.00","1,315.40","0.06K","0.00%"
"Feb 27, 2018","1,315.50","1,331.70","1,332.60","1,312.70","0.71K","-1.14%"
"Feb 26, 2018","1,330.70","1,335.00","1,340.50","1,334.70","0.04K","0.19%"
"Feb 23, 2018","1,328.20","1,328.00","1,332.10","1,327.70","0.43K","-0.18%"
"Feb 22, 2018","1,330.60","1,322.00","1,331.40","1,322.00","0.07K","0.05%"
"Feb 21, 2018","1,330.00","1,326.80","1,331.50","1,324.40","0.12K","0.09%"
"Feb 20, 2018","1,328.80","1,348.40","1,350.20","1,328.50","0.28K","-1.41%"
"Feb 19, 2018","1,347.80","1,350.40","1,353.90","1,347.40","-","-0.20%"
"Feb 18, 2018","1,350.50","1,349.70","1,352.40","1,349.70","-","-0.20%"
"Feb 16, 2018","1,353.20","1,354.00","1,361.40","1,344.90","0.11K","0.08%"
"Feb 15, 2018","1,352.10","1,352.00","1,355.90","1,349.70","0.11K","-0.25%"
"Feb 14, 2018","1,355.50","1,332.80","1,355.50","1,324.00","0.40K","2.06%"
"Feb 13, 2018","1,328.10","1,324.50","1,329.60","1,323.40","0.07K","0.29%"
"Feb 12, 2018","1,324.20","1,323.80","1,325.50","1,318.00","0.14K","0.85%"
"Feb 09, 2018","1,313.10","1,320.90","1,322.00","1,311.90","0.45K","-0.29%"
"Feb 08, 2018","1,316.90","1,317.10","1,321.10","1,307.00","0.46K","0.40%"
"Feb 07, 2018","1,311.60","1,325.40","1,331.10","1,310.50","0.49K","-1.09%"
"Feb 06, 2018","1,326.10","1,338.20","1,343.70","1,319.50","0.53K","-0.52%"
"Feb 05, 2018","1,333.00","1,331.10","1,340.20","1,329.00","0.64K","-0.05%"
"Feb 02, 2018","1,333.70","1,348.50","1,352.10","1,327.70","2.84K","-0.79%"
"Feb 01, 2018","1,344.30","1,343.80","1,350.60","1,336.80","1.68K","0.40%"
"Jan 31, 2018","1,339.00","1,337.50","1,346.90","1,331.80","4.88K","0.27%"
"Jan 30, 2018","1,335.40","1,338.70","1,347.80","1,332.80","52.10K","-0.33%"
"Jan 29, 2018","1,339.80","1,339.80","1,339.80","1,339.80","0.01K","-0.87%"
"Jan 26, 2018","1,351.60","1,351.60","1,352.00","1,350.90","0.00K","-0.79%"
"Jan 25, 2018","1,362.40","1,356.30","1,356.40","1,346.70","0.00K","0.48%"
"Jan 24, 2018","1,355.90","1,357.20","1,357.20","1,357.20","0.02K","1.51%"
"Jan 23, 2018","1,335.70","1,335.80","1,335.90","1,335.80","0.05K","0.36%"
"Jan 22, 2018","1,330.90","1,328.40","1,328.40","1,328.40","0.16K","-0.08%"
"Jan 19, 2018","1,331.90","1,330.10","1,333.00","1,330.10","0.05K","0.44%"
"Jan 18, 2018","1,326.00","1,328.90","1,328.90","1,326.60","0.21K","-0.90%"
"Jan 17, 2018","1,338.00","1,334.40","1,334.40","1,326.80","0.03K","0.19%"
"Jan 16, 2018","1,335.40","1,331.10","1,332.50","1,331.00","0.01K","-0.48%"
"Jan 15, 2018","1,341.80","1,337.30","1,344.90","1,337.00","-","0.33%"
"Jan 14, 2018","1,337.40","1,337.70","1,338.60","1,336.40","-","0.30%"
"Jan 12, 2018","1,333.40","1,327.80","1,338.20","1,327.80","0.01K","0.97%"
"Jan 11, 2018","1,320.60","1,317.10","1,317.10","1,316.30","0.01K","0.24%"
"Jan 10, 2018","1,317.40","1,320.30","1,320.70","1,315.30","0.07K","0.43%"
"Jan 09, 2018","1,311.70","1,309.60","1,309.60","1,309.60","0.02K","-0.52%"
"Jan 08, 2018","1,318.60","1,319.90","1,319.90","1,314.60","0.04K","-0.13%"
"Jan 05, 2018","1,320.30","1,320.30","1,320.30","1,320.30","0.00K","0.07%"
"Jan 04, 2018","1,319.40","1,322.00","1,322.00","1,321.90","0.00K","0.24%"
"Jan 03, 2018","1,316.20","1,320.00","1,320.10","1,312.10","0.04K","0.19%"
"Jan 02, 2018","1,313.70","1,302.30","1,317.60","1,302.30","0.07K","0.38%"
"Jan 01, 2018","1,308.70","1,305.80","1,309.70","1,304.60","-","0.18%"
"Dec 29, 2017","1,306.30","1,294.20","1,305.00","1,294.00","0.07K","0.94%"
"Dec 28, 2017","1,294.10","1,288.20","1,293.70","1,288.20","0.25K","0.55%"
"Dec 27, 2017","1,287.00","1,284.00","1,285.70","1,284.00","0.07K","0.23%"
"Dec 26, 2017","1,284.10","1,282.40","1,284.10","1,281.80","0.08K","0.49%"
"Dec 25, 2017","1,277.90","1,278.90","1,279.50","1,277.90","-","0.20%"
"Dec 22, 2017","1,275.40","1,266.30","1,276.30","1,266.30","0.12K","0.64%"
"Dec 21, 2017","1,267.30","1,266.40","1,267.40","1,264.30","0.23K","0.09%"
"Dec 20, 2017","1,266.10","1,261.30","1,266.60","1,261.30","0.06K","0.43%"
"Dec 19, 2017","1,260.70","1,261.10","1,264.30","1,259.50","0.33K","-0.12%"
"Dec 18, 2017","1,262.20","1,256.20","1,262.40","1,255.70","0.05K","0.63%"
"Dec 15, 2017","1,254.30","1,253.10","1,260.30","1,253.10","0.58K","0.04%"
"Dec 14, 2017","1,253.80","1,252.90","1,257.70","1,250.30","0.14K","0.67%"
"Dec 13, 2017","1,245.40","1,241.90","1,254.50","1,239.80","0.35K","0.56%"
"Dec 12, 2017","1,238.50","1,241.30","1,244.40","1,236.50","0.69K","-0.42%"
"Dec 11, 2017","1,243.70","1,248.40","1,249.20","1,239.90","0.15K","-0.12%"
"Dec 08, 2017","1,245.20","1,246.30","1,249.30","1,241.50","0.16K","-0.37%"
"Dec 07, 2017","1,249.80","1,262.30","1,262.40","1,243.90","0.36K","-1.03%"
"Dec 06, 2017","1,262.80","1,264.90","1,267.80","1,261.60","0.37K","0.10%"
"Dec 05, 2017","1,261.60","1,275.40","1,275.80","1,260.00","1.50K","-1.00%"
"Dec 04, 2017","1,274.30","1,272.50","1,276.10","1,270.30","0.85K","-0.35%"
"Dec 01, 2017","1,278.80","1,274.10","1,288.60","1,271.00","0.82K","0.44%"
"Nov 30, 2017","1,273.20","1,283.10","1,284.50","1,269.70","3.05K","-0.69%"
"Nov 29, 2017","1,282.10","1,293.40","1,296.20","1,281.10","47.24K","-0.97%"
"Nov 28, 2017","1,294.70","1,294.70","1,294.70","1,294.70","4.06K","0.07%"
"Nov 27, 2017","1,293.80","1,293.80","1,293.80","1,293.80","0.00K","0.55%"
"Nov 24, 2017","1,286.70","1,286.70","1,286.70","1,286.70","11.75K","-0.38%"
"Nov 23, 2017","1,291.66","1,291.19","1,293.87","1,287.65","-","0.00%"
"Nov 22, 2017","1,291.60","1,284.70","1,284.70","1,282.90","0.00K","0.82%"
"Nov 21, 2017","1,281.10","1,281.10","1,281.10","1,281.10","3.33K","0.51%"
"Nov 20, 2017","1,274.60","1,275.90","1,275.90","1,275.90","0.00K","-1.64%"
"Nov 17, 2017","1,295.80","1,288.30","1,288.30","1,288.30","0.00K","1.44%"
"Nov 16, 2017","1,277.40","1,277.50","1,277.50","1,277.50","0.04K","0.07%"
"Nov 15, 2017","1,276.50","1,281.40","1,284.70","1,275.90","0.01K","-0.39%"
"Nov 14, 2017","1,281.50","1,276.90","1,279.10","1,276.90","0.00K","0.33%"
"Nov 13, 2017","1,277.30","1,277.00","1,277.00","1,277.00","0.00K","0.39%"
"Nov 10, 2017","1,272.40","1,283.50","1,283.50","1,273.80","0.01K","-1.03%"
"Nov 09, 2017","1,285.60","1,279.70","1,286.90","1,279.70","0.02K","0.31%"
"Nov 08, 2017","1,281.60","1,275.90","1,284.90","1,274.70","0.02K","0.62%"
"Nov 07, 2017","1,273.70","1,276.80","1,276.80","1,270.40","0.01K","-0.45%"
"Nov 06, 2017","1,279.40","1,269.00","1,280.50","1,269.00","0.13K","1.02%"
"Nov 03, 2017","1,266.50","1,265.30","1,267.90","1,265.30","0.08K","-0.66%"
"Nov 02, 2017","1,274.90","1,274.90","1,274.90","1,274.90","0.07K","0.06%"
"Nov 01, 2017","1,274.10","1,272.20","1,274.80","1,270.30","0.08K","0.56%"
"Oct 31, 2017","1,267.00","1,273.10","1,274.60","1,266.10","0.24K","-0.56%"
"Oct 30, 2017","1,274.10","1,270.00","1,274.10","1,267.90","0.22K","0.44%"
"Oct 27, 2017","1,268.50","1,268.40","1,268.40","1,267.10","0.15K","0.17%"
"Oct 26, 2017","1,266.30","1,273.50","1,273.50","1,264.70","0.04K","-0.71%"
"Oct 25, 2017","1,275.40","1,269.90","1,275.20","1,269.90","0.11K","0.03%"
"Oct 24, 2017","1,275.00","1,275.50","1,275.50","1,273.70","0.11K","-0.21%"
"Oct 23, 2017","1,277.70","1,274.70","1,280.80","1,271.50","0.12K","0.02%"
"Oct 20, 2017","1,277.40","1,279.60","1,279.60","1,277.80","0.30K","-0.74%"
"Oct 19, 2017","1,286.90","1,286.40","1,286.40","1,285.10","0.13K","0.55%"
"Oct 18, 2017","1,279.90","1,279.90","1,279.90","1,279.90","0.16K","-0.24%"
"Oct 17, 2017","1,283.00","1,295.10","1,295.10","1,283.10","0.57K","-1.30%"
"Oct 16, 2017","1,299.90","1,302.00","1,303.80","1,291.90","0.17K","-0.12%"
"Oct 13, 2017","1,301.50","1,293.30","1,301.70","1,291.70","0.07K","0.63%"
"Oct 12, 2017","1,293.30","1,291.50","1,294.50","1,289.30","0.01K","0.58%"
"Oct 11, 2017","1,285.80","1,287.30","1,292.00","1,284.90","0.02K","-0.37%"
"Oct 10, 2017","1,290.60","1,282.60","1,293.00","1,281.70","0.02K","0.69%"
"Oct 09, 2017","1,281.80","1,280.60","1,284.00","1,279.00","0.02K","0.80%"
"Oct 06, 2017","1,271.60","1,267.60","1,272.00","1,260.50","0.05K","0.13%"
